id,audit_trail,cap_id,role_id,extra_info,created_at,created_by,modified_at,modified_by,deleted_at,deleted_by
1146,,79,55,,,,,,,
1147,,80,55,,,,,,,
1148,,81,55,,,,,,,
1149,,82,55,,,,,,,
1150,,103,55,,,,,,,
1151,,104,55,,,,,,,
1152,,105,55,,,,,,,
1153,,106,55,,,,,,,
1154,,95,55,,,,,,,
1155,,96,55,,,,,,,
1156,,97,55,,,,,,,
1157,,98,55,,,,,,,
1158,,99,55,,,,,,,
1159,,100,55,,,,,,,
1160,,101,55,,,,,,,
1161,,102,55,,,,,,,
1162,,1,55,,,,,,,
1163,,2,55,,,,,,,
1164,,3,55,,,,,,,
1165,,4,55,,,,,,,
1166,,5,55,,,,,,,
1167,,6,55,,,,,,,
1168,,7,55,,,,,,,
1169,,8,55,,,,,,,
1170,,9,55,,,,,,,
1171,,10,55,,,,,,,
1172,,11,55,,,,,,,
1173,,12,55,,,,,,,
1174,,13,55,,,,,,,
1175,,14,55,,,,,,,
1176,,15,55,,,,,,,
1177,,16,55,,,,,,,
1178,,66,55,,,,,,,
1179,,67,55,,,,,,,
1180,,51,55,,,,,,,
1181,,52,55,,,,,,,
1182,,53,55,,,,,,,
1183,,54,55,,,,,,,
1184,,55,55,,,,,,,
1185,,56,55,,,,,,,
1186,,57,55,,,,,,,
1187,,58,55,,,,,,,
1188,,59,55,,,,,,,
1189,,60,55,,,,,,,
1190,,61,55,,,,,,,
1191,,62,55,,,,,,,
1192,,63,55,,,,,,,
1193,,107,55,,,,,,,
1194,,108,55,,,,,,,
1423,,109,1,,,,,,,
1424,,110,1,,,,,,,
1425,,111,1,,,,,,,
1426,,112,1,,,,,,,
1427,,113,1,,,,,,,
1428,,114,1,,,,,,,
1429,,115,1,,,,,,,
1430,,116,1,,,,,,,
1431,,117,1,,,,,,,
1432,,118,1,,,,,,,
1433,,119,1,,,,,,,
1434,,120,1,,,,,,,
1435,,121,1,,,,,,,
1436,,122,1,,,,,,,
1437,,123,1,,,,,,,
1438,,124,1,,,,,,,
1439,,125,1,,,,,,,
1440,,126,1,,,,,,,
1441,,127,1,,,,,,,
1442,,127,1,,,,,,,
1443,,128,1,,,,,,,
1444,,129,1,,,,,,,
1445,,130,1,,,,,,,
1446,,131,1,,,,,,,
1447,,132,1,,,,,,,
1448,,133,1,,,,,,,
1449,,134,1,,,,,,,
1450,,135,1,,,,,,,
1451,,109,52,,,,,,,
1452,,110,52,,,,,,,
1453,,111,52,,,,,,,
1454,,112,52,,,,,,,
1455,,113,52,,,,,,,
1456,,114,52,,,,,,,
1457,,115,52,,,,,,,
1458,,116,52,,,,,,,
1459,,117,52,,,,,,,
1460,,118,52,,,,,,,
1461,,119,52,,,,,,,
1462,,120,52,,,,,,,
1463,,121,52,,,,,,,
1464,,122,52,,,,,,,
1465,,123,52,,,,,,,
1466,,124,52,,,,,,,
1467,,125,52,,,,,,,
1468,,126,52,,,,,,,
1469,,127,52,,,,,,,
1470,,127,52,,,,,,,
1471,,128,52,,,,,,,
1472,,129,52,,,,,,,
1473,,130,52,,,,,,,
1474,,131,52,,,,,,,
1475,,132,52,,,,,,,
1476,,133,52,,,,,,,
1477,,134,52,,,,,,,
1478,,135,52,,,,,,,
1479,,136,52,,,,,,,
1480,,137,52,,,,,,,
1481,,138,52,,,,,,,
1482,,139,52,,,,,,,
1483,,140,52,,,,,,,
1484,,141,52,,,,,,,
1485,,135,56,,,,,,,
1486,,1,56,,,,,,,
1487,,2,56,,,,,,,
1488,,3,56,,,,,,,
1490,,135,57,,,,,,,
1491,,1,57,,,,,,,
1492,,2,57,,,,,,,
1493,,3,57,,,,,,,
1496,,135,58,,,,,,,
1497,,1,58,,,,,,,
1498,,2,58,,,,,,,
1499,,3,58,,,,,,,
1501,,135,59,,,,,,,
1502,,1,59,,,,,,,
1503,,2,59,,,,,,,
1504,,3,59,,,,,,,
1507,,135,60,,,,,,,
1508,,1,60,,,,,,,
1509,,2,60,,,,,,,
1510,,3,60,,,,,,,
1512,,135,61,,,,,,,
1513,,1,61,,,,,,,
1514,,2,61,,,,,,,
1515,,3,61,,,,,,,
1518,,135,62,,,,,,,
1519,,1,62,,,,,,,
1520,,2,62,,,,,,,
1521,,3,62,,,,,,,
1523,,135,63,,,,,,,
1524,,1,63,,,,,,,
1525,,2,63,,,,,,,
1526,,3,63,,,,,,,
1529,,135,22,,,,,,,
1530,,1,22,,,,,,,
1531,,2,22,,,,,,,
1532,,3,22,,,,,,,
1533,,4,22,,,,,,,
1534,,135,34,,,,,,,
1535,,1,34,,,,,,,
1536,,2,34,,,,,,,
1537,,3,34,,,,,,,
1538,,4,34,,,,,,,
1539,,135,35,,,,,,,
1540,,1,35,,,,,,,
1541,,2,35,,,,,,,
1542,,3,35,,,,,,,
1543,,5,35,,,,,,,
1544,,6,35,,,,,,,
1545,,135,64,,,,,,,
1546,,1,64,,,,,,,
1547,,2,64,,,,,,,
1548,,3,64,,,,,,,
1549,,4,64,,,,,,,
1550,,135,65,,,,,,,
1551,,1,65,,,,,,,
1552,,2,65,,,,,,,
1553,,3,65,,,,,,,
1554,,5,65,,,,,,,
1555,,6,65,,,,,,,
1556,,135,66,,,,,,,
1557,,1,66,,,,,,,
1558,,2,66,,,,,,,
1559,,3,66,,,,,,,
1560,,4,66,,,,,,,
1561,,135,67,,,,,,,
1562,,1,67,,,,,,,
1563,,2,67,,,,,,,
1564,,3,67,,,,,,,
1565,,5,67,,,,,,,
1566,,6,67,,,,,,,
1567,,135,68,,,,,,,
1568,,1,68,,,,,,,
1569,,2,68,,,,,,,
1570,,3,68,,,,,,,
1572,,135,69,,,,,,,
1573,,1,69,,,,,,,
1574,,2,69,,,,,,,
1575,,3,69,,,,,,,
1578,,135,70,,,,,,,
1579,,1,70,,,,,,,
1580,,2,70,,,,,,,
1581,,3,70,,,,,,,
1582,,4,70,,,,,,,
1583,,135,71,,,,,,,
1584,,1,71,,,,,,,
1585,,2,71,,,,,,,
1586,,3,71,,,,,,,
1587,,5,71,,,,,,,
1588,,6,71,,,,,,,
1589,,1,72,,,,,,,
1590,,2,72,,,,,,,
1591,,3,72,,,,,,,
1592,,4,72,,,,,,,
1594,,135,73,,,,,,,
1595,,1,73,,,,,,,
1596,,2,73,,,,,,,
1597,,3,73,,,,,,,
1598,,5,73,,,,,,,
1599,,6,73,,,,,,,
1600,,135,74,,,,,,,
1601,,1,74,,,,,,,
1602,,2,74,,,,,,,
1603,,3,74,,,,,,,
1605,,135,75,,,,,,,
1606,,1,75,,,,,,,
1607,,2,75,,,,,,,
1608,,3,75,,,,,,,
1612,,102,74,,,,,,,
1613,,7,74,,,,,,,
1614,,8,74,,,,,,,
1615,,9,74,,,,,,,
1616,,10,74,,,,,,,
1617,,102,75,,,,,,,
1618,,7,75,,,,,,,
1619,,8,75,,,,,,,
1622,,137,75,,,,,,,
1623,,136,74,,,,,,,
1624,,7,70,,,,,,,
1625,,8,70,,,,,,,
1626,,9,70,,,,,,,
1627,,10,70,,,,,,,
1628,,11,70,,,,,,,
1630,,136,70,,,,,,,
1631,,7,71,,,,,,,
1632,,8,71,,,,,,,
1633,,12,71,,,,,,,
1634,,13,71,,,,,,,
1635,,14,71,,,,,,,
1636,,15,71,,,,,,,
1638,,137,71,,,,,,,
1639,,12,75,,,,,,,
1640,,13,75,,,,,,,
1641,,7,72,,,,,,,
1642,,8,72,,,,,,,
1643,,9,72,,,,,,,
1644,,10,72,,,,,,,
1645,,11,72,,,,,,,
1647,,136,72,,,,,,,
1648,,7,73,,,,,,,
1649,,8,73,,,,,,,
1650,,12,73,,,,,,,
1651,,13,73,,,,,,,
1652,,14,73,,,,,,,
1653,,15,73,,,,,,,
1655,,137,73,,,,,,,
1656,,7,68,,,,,,,
1657,,8,68,,,,,,,
1658,,9,68,,,,,,,
1659,,10,68,,,,,,,
1660,,136,68,,,,,,,
1661,,7,69,,,,,,,
1662,,8,69,,,,,,,
1663,,12,69,,,,,,,
1664,,13,69,,,,,,,
1665,,137,69,,,,,,,
1666,,7,66,,,,,,,
1667,,8,66,,,,,,,
1668,,9,66,,,,,,,
1669,,10,66,,,,,,,
1670,,11,66,,,,,,,
1672,,136,66,,,,,,,
1673,,7,67,,,,,,,
1674,,8,67,,,,,,,
1675,,12,67,,,,,,,
1676,,13,67,,,,,,,
1677,,14,67,,,,,,,
1678,,15,67,,,,,,,
1680,,137,67,,,,,,,
1681,,7,64,,,,,,,
1682,,8,64,,,,,,,
1683,,9,64,,,,,,,
1684,,10,64,,,,,,,
1685,,11,64,,,,,,,
1687,,136,64,,,,,,,
1688,,7,65,,,,,,,
1689,,8,65,,,,,,,
1690,,12,65,,,,,,,
1691,,13,65,,,,,,,
1692,,14,65,,,,,,,
1693,,15,65,,,,,,,
1695,,137,65,,,,,,,
1696,,7,62,,,,,,,
1697,,8,62,,,,,,,
1698,,9,62,,,,,,,
1699,,10,62,,,,,,,
1700,,136,62,,,,,,,
1701,,7,63,,,,,,,
1702,,8,63,,,,,,,
1703,,12,63,,,,,,,
1704,,13,63,,,,,,,
1705,,137,63,,,,,,,
1706,,7,60,,,,,,,
1707,,8,60,,,,,,,
1708,,9,60,,,,,,,
1709,,10,60,,,,,,,
1710,,136,60,,,,,,,
1711,,7,61,,,,,,,
1712,,8,61,,,,,,,
1713,,12,61,,,,,,,
1714,,13,61,,,,,,,
1715,,137,61,,,,,,,
1716,,7,58,,,,,,,
1717,,8,58,,,,,,,
1718,,9,58,,,,,,,
1719,,10,58,,,,,,,
1720,,136,58,,,,,,,
1721,,7,59,,,,,,,
1722,,8,59,,,,,,,
1723,,12,59,,,,,,,
1724,,13,59,,,,,,,
1725,,137,59,,,,,,,
1726,,7,56,,,,,,,
1727,,8,56,,,,,,,
1728,,9,56,,,,,,,
1729,,10,56,,,,,,,
1730,,136,56,,,,,,,
1731,,7,57,,,,,,,
1732,,8,57,,,,,,,
1733,,12,57,,,,,,,
1734,,13,57,,,,,,,
1735,,137,57,,,,,,,
1736,,17,76,,,,,,,
1737,,18,76,,,,,,,
1738,,19,76,,,,,,,
1739,,20,76,,,,,,,
1740,,21,76,,,,,,,
1741,,22,76,,,,,,,
1742,,23,76,,,,,,,
1743,,24,76,,,,,,,
1744,,25,76,,,,,,,
1745,,17,77,,,,,,,
1746,,18,77,,,,,,,
1747,,26,77,,,,,,,
1748,,27,77,,,,,,,
1749,,28,77,,,,,,,
1750,,29,77,,,,,,,
1751,,30,77,,,,,,,
1752,,31,77,,,,,,,
1753,,32,77,,,,,,,
1754,,33,77,,,,,,,
1755,,139,77,,,,,,,
1756,,138,76,,,,,,,
1757,,19,78,,,,,,,
1758,,20,78,,,,,,,
1759,,26,79,,,,,,,
1760,,27,79,,,,,,,
1761,,30,79,,,,,,,
1762,,31,79,,,,,,,
1778,,51,81,,,,,,,
1779,,52,81,,,,,,,
1780,,53,81,,,,,,,
1781,,54,81,,,,,,,
1782,,55,81,,,,,,,
1783,,56,81,,,,,,,
1784,,57,81,,,,,,,
1785,,58,81,,,,,,,
1786,,59,81,,,,,,,
1787,,60,81,,,,,,,
1788,,61,81,,,,,,,
1789,,62,81,,,,,,,
1790,,63,81,,,,,,,
1791,,107,81,,,,,,,
1792,,108,81,,,,,,,
1793,,109,81,,,,,,,
1794,,110,81,,,,,,,
1795,,111,81,,,,,,,
1796,,112,81,,,,,,,
1797,,113,81,,,,,,,
1798,,114,81,,,,,,,
1799,,115,81,,,,,,,
1800,,116,81,,,,,,,
1801,,117,81,,,,,,,
1802,,118,81,,,,,,,
1803,,119,81,,,,,,,
1804,,120,81,,,,,,,
1805,,121,81,,,,,,,
1806,,122,81,,,,,,,
1807,,123,81,,,,,,,
1808,,124,81,,,,,,,
1809,,125,81,,,,,,,
1810,,126,81,,,,,,,
1811,,127,81,,,,,,,
1812,,128,81,,,,,,,
1813,,129,81,,,,,,,
1814,,130,81,,,,,,,
1815,,131,81,,,,,,,
1816,,132,81,,,,,,,
1817,,133,81,,,,,,,
1818,,134,81,,,,,,,
1819,,83,81,,,,,,,
1820,,84,81,,,,,,,
1821,,85,81,,,,,,,
1822,,86,81,,,,,,,
1823,,87,81,,,,,,,
1824,,88,81,,,,,,,
1825,,89,81,,,,,,,
1826,,90,81,,,,,,,
1827,,91,81,,,,,,,
1828,,92,81,,,,,,,
1829,,93,81,,,,,,,
1830,,94,81,,,,,,,
1831,,51,51,,,,,,,
1832,,52,51,,,,,,,
1833,,109,51,,,,,,,
1834,,110,51,,,,,,,
1835,,111,51,,,,,,,
1836,,112,51,,,,,,,
1837,,113,51,,,,,,,
1838,,114,51,,,,,,,
1839,,115,51,,,,,,,
1840,,116,51,,,,,,,
1841,,117,51,,,,,,,
1842,,118,51,,,,,,,
1843,,119,51,,,,,,,
1844,,120,51,,,,,,,
1845,,121,51,,,,,,,
1846,,122,51,,,,,,,
1847,,123,51,,,,,,,
1848,,124,51,,,,,,,
1849,,125,51,,,,,,,
1850,,126,51,,,,,,,
1851,,127,51,,,,,,,
1852,,128,51,,,,,,,
1853,,129,51,,,,,,,
1854,,130,51,,,,,,,
1855,,131,51,,,,,,,
1856,,132,51,,,,,,,
1857,,133,51,,,,,,,
1858,,134,51,,,,,,,
1859,,135,51,,,,,,,
1860,,1,82,,,,,,,
1861,,2,82,,,,,,,
1862,,3,82,,,,,,,
1863,,4,82,,,,,,,
1864,,7,82,,,,,,,
1865,,8,82,,,,,,,
1866,,9,82,,,,,,,
1867,,10,82,,,,,,,
1868,,11,82,,,,,,,
1869,,16,82,,,,,,,
1870,,17,82,,,,,,,
1871,,18,82,,,,,,,
1872,,19,82,,,,,,,
1873,,20,82,,,,,,,
1874,,21,82,,,,,,,
1875,,22,82,,,,,,,
1876,,23,82,,,,,,,
1877,,24,82,,,,,,,
1878,,25,82,,,,,,,
1879,,34,82,,,,,,,
1880,,35,82,,,,,,,
1881,,36,82,,,,,,,
1882,,37,82,,,,,,,
1883,,38,82,,,,,,,
1884,,39,82,,,,,,,
1885,,40,82,,,,,,,
1886,,41,82,,,,,,,
1887,,42,82,,,,,,,
1888,,64,82,,,,,,,
1889,,65,82,,,,,,,
1890,,66,82,,,,,,,
1891,,67,82,,,,,,,
1892,,135,82,,,,,,,
1893,,136,82,,,,,,,
1894,,138,82,,,,,,,
1895,,140,82,,,,,,,
1896,,51,83,,,,,,,
1897,,52,83,,,,,,,
1898,,53,83,,,,,,,
1899,,54,83,,,,,,,
1900,,55,83,,,,,,,
1901,,56,83,,,,,,,
1902,,57,83,,,,,,,
1903,,58,83,,,,,,,
1904,,59,83,,,,,,,
1905,,60,83,,,,,,,
1906,,61,83,,,,,,,
1907,,62,83,,,,,,,
1908,,63,83,,,,,,,
1909,,109,83,,,,,,,
1910,,110,83,,,,,,,
1911,,111,83,,,,,,,
1912,,112,83,,,,,,,
1913,,113,83,,,,,,,
1914,,114,83,,,,,,,
1915,,115,83,,,,,,,
1916,,116,83,,,,,,,
1917,,117,83,,,,,,,
1918,,118,83,,,,,,,
1919,,119,83,,,,,,,
1920,,120,83,,,,,,,
1921,,121,83,,,,,,,
1922,,122,83,,,,,,,
1923,,123,83,,,,,,,
1924,,124,83,,,,,,,
1925,,125,83,,,,,,,
1926,,126,83,,,,,,,
1927,,127,83,,,,,,,
1928,,128,83,,,,,,,
1929,,129,83,,,,,,,
1930,,130,83,,,,,,,
1931,,131,83,,,,,,,
1932,,132,83,,,,,,,
1933,,133,83,,,,,,,
1934,,134,83,,,,,,,
1935,,135,83,,,,,,,
1936,,1,84,,,,,,,
1937,,2,84,,,,,,,
1938,,3,84,,,,,,,
1939,,5,84,,,,,,,
1940,,6,84,,,,,,,
1941,,7,84,,,,,,,
1942,,8,84,,,,,,,
1943,,12,84,,,,,,,
1944,,13,84,,,,,,,
1945,,14,84,,,,,,,
1946,,15,84,,,,,,,
1947,,16,84,,,,,,,
1952,,28,84,,,,,,,
1953,,29,84,,,,,,,
1954,,30,84,,,,,,,
1955,,31,84,,,,,,,
1956,,32,84,,,,,,,
1957,,33,84,,,,,,,
1958,,34,84,,,,,,,
1959,,35,84,,,,,,,
1960,,43,84,,,,,,,
1961,,44,84,,,,,,,
1962,,45,84,,,,,,,
1963,,46,84,,,,,,,
1964,,47,84,,,,,,,
1965,,48,84,,,,,,,
1966,,49,84,,,,,,,
1967,,50,84,,,,,,,
1968,,64,84,,,,,,,
1969,,65,84,,,,,,,
1970,,66,84,,,,,,,
1971,,67,84,,,,,,,
1972,,135,84,,,,,,,
1973,,137,84,,,,,,,
1974,,139,84,,,,,,,
1975,,141,84,,,,,,,
1976,,51,85,,,,,,,
1977,,52,85,,,,,,,
1978,,53,85,,,,,,,
1979,,54,85,,,,,,,
1980,,55,85,,,,,,,
1981,,56,85,,,,,,,
1982,,57,85,,,,,,,
1983,,58,85,,,,,,,
1984,,59,85,,,,,,,
1985,,60,85,,,,,,,
1986,,61,85,,,,,,,
1987,,62,85,,,,,,,
1988,,63,85,,,,,,,
1989,,109,85,,,,,,,
1990,,110,85,,,,,,,
1991,,111,85,,,,,,,
1992,,112,85,,,,,,,
1993,,113,85,,,,,,,
1994,,114,85,,,,,,,
1995,,115,85,,,,,,,
1996,,116,85,,,,,,,
1997,,117,85,,,,,,,
1998,,118,85,,,,,,,
1999,,119,85,,,,,,,
2000,,120,85,,,,,,,
2001,,121,85,,,,,,,
2002,,122,85,,,,,,,
2003,,123,85,,,,,,,
2004,,124,85,,,,,,,
2005,,125,85,,,,,,,
2006,,126,85,,,,,,,
2007,,127,85,,,,,,,
2008,,128,85,,,,,,,
2009,,129,85,,,,,,,
2010,,130,85,,,,,,,
2011,,131,85,,,,,,,
2012,,132,85,,,,,,,
2013,,133,85,,,,,,,
2014,,134,85,,,,,,,
2015,,135,85,,,,,,,
2016,,19,86,,,,,,,
2017,,20,86,,,,,,,
2018,,135,86,,,,,,,
2019,,26,87,,,,,,,
2020,,27,87,,,,,,,
2021,,30,87,,,,,,,
2022,,31,87,,,,,,,
2023,,135,87,,,,,,,
2024,,17,88,,,,,,,
2025,,18,88,,,,,,,
2026,,135,88,,,,,,,
2027,,51,89,,,,,,,
2028,,52,89,,,,,,,
2029,,53,89,,,,,,,
2030,,54,89,,,,,,,
2031,,55,89,,,,,,,
2032,,56,89,,,,,,,
2033,,57,89,,,,,,,
2034,,58,89,,,,,,,
2035,,59,89,,,,,,,
2036,,60,89,,,,,,,
2037,,61,89,,,,,,,
2038,,62,89,,,,,,,
2039,,63,89,,,,,,,
2040,,109,89,,,,,,,
2041,,110,89,,,,,,,
2042,,111,89,,,,,,,
2043,,112,89,,,,,,,
2044,,113,89,,,,,,,
2045,,114,89,,,,,,,
2046,,115,89,,,,,,,
2047,,116,89,,,,,,,
2048,,117,89,,,,,,,
2049,,118,89,,,,,,,
2050,,119,89,,,,,,,
2051,,120,89,,,,,,,
2052,,121,89,,,,,,,
2053,,122,89,,,,,,,
2054,,123,89,,,,,,,
2055,,124,89,,,,,,,
2056,,125,89,,,,,,,
2057,,126,89,,,,,,,
2058,,127,89,,,,,,,
2059,,128,89,,,,,,,
2060,,129,89,,,,,,,
2061,,130,89,,,,,,,
2062,,131,89,,,,,,,
2063,,132,89,,,,,,,
2064,,133,89,,,,,,,
2065,,134,89,,,,,,,
2066,,135,89,,,,,,,
2067,,19,90,,,,,,,
2068,,20,90,,,,,,,
2069,,135,90,,,,,,,
2070,,26,91,,,,,,,
2071,,27,91,,,,,,,
2072,,30,91,,,,,,,
2073,,31,91,,,,,,,
2074,,135,91,,,,,,,
2075,,17,92,,,,,,,
2076,,18,92,,,,,,,
2077,,135,92,,,,,,,
2078,,51,93,,,,,,,
2079,,52,93,,,,,,,
2080,,53,93,,,,,,,
2081,,54,93,,,,,,,
2082,,55,93,,,,,,,
2083,,56,93,,,,,,,
2084,,57,93,,,,,,,
2085,,58,93,,,,,,,
2086,,59,93,,,,,,,
2087,,60,93,,,,,,,
2088,,61,93,,,,,,,
2089,,62,93,,,,,,,
2090,,63,93,,,,,,,
2091,,109,93,,,,,,,
2092,,110,93,,,,,,,
2093,,111,93,,,,,,,
2094,,112,93,,,,,,,
2095,,113,93,,,,,,,
2096,,114,93,,,,,,,
2097,,115,93,,,,,,,
2098,,116,93,,,,,,,
2099,,117,93,,,,,,,
2100,,118,93,,,,,,,
2101,,119,93,,,,,,,
2102,,120,93,,,,,,,
2103,,121,93,,,,,,,
2104,,122,93,,,,,,,
2105,,123,93,,,,,,,
2106,,124,93,,,,,,,
2107,,125,93,,,,,,,
2108,,126,93,,,,,,,
2109,,127,93,,,,,,,
2110,,128,93,,,,,,,
2111,,129,93,,,,,,,
2112,,130,93,,,,,,,
2113,,131,93,,,,,,,
2114,,132,93,,,,,,,
2115,,133,93,,,,,,,
2116,,134,93,,,,,,,
2117,,135,93,,,,,,,
2118,,19,94,,,,,,,
2119,,20,94,,,,,,,
2120,,135,94,,,,,,,
2121,,26,95,,,,,,,
2122,,27,95,,,,,,,
2123,,30,95,,,,,,,
2124,,31,95,,,,,,,
2125,,135,95,,,,,,,
2126,,17,96,,,,,,,
2127,,18,96,,,,,,,
2128,,135,96,,,,,,,
2129,,1,2,,,,,,,
2130,,2,2,,,,,,,
2131,,3,2,,,,,,,
2132,,4,2,,,,,,,
2135,,1,3,,,,,,,
2136,,2,3,,,,,,,
2137,,3,3,,,,,,,
2139,,5,3,,,,,,,
2140,,6,3,,,,,,,
2141,,5,22,,,,,,,
2142,,6,22,,,,,,,
2143,,7,22,,,,,,,
2144,,8,22,,,,,,,
2145,,9,22,,,,,,,
2146,,10,22,,,,,,,
2147,,11,22,,,,,,,
2148,,136,22,,,,,,,
2149,,1,23,,,,,,,
2150,,2,23,,,,,,,
2151,,3,23,,,,,,,
2152,,4,23,,,,,,,
2153,,5,23,,,,,,,
2154,,6,23,,,,,,,
2155,,4,60,,,,,,,
2156,,5,60,,,,,,,
2157,,6,60,,,,,,,
2159,,5,61,,,,,,,
2160,,6,61,,,,,,,
2164,,34,22,,,,,,,
2165,,35,22,,,,,,,
2166,,36,22,,,,,,,
2167,,37,22,,,,,,,
2168,,38,22,,,,,,,
2169,,39,22,,,,,,,
2170,,40,22,,,,,,,
2171,,41,22,,,,,,,
2172,,42,22,,,,,,,
2173,,140,22,,,,,,,
2174,,64,22,,,,,,,
2175,,65,22,,,,,,,
2176,,66,22,,,,,,,
2177,,67,22,,,,,,,
2178,,17,22,,,,,,,
2179,,18,22,,,,,,,
2180,,19,22,,,,,,,
2181,,20,22,,,,,,,
2182,,21,22,,,,,,,
2183,,22,22,,,,,,,
2184,,23,22,,,,,,,
2185,,24,22,,,,,,,
2186,,25,22,,,,,,,
2187,,138,22,,,,,,,
2188,,68,22,,,,,,,
2189,,69,22,,,,,,,
2190,,70,22,,,,,,,
2191,,71,22,,,,,,,
2192,,72,22,,,,,,,
2193,,73,22,,,,,,,
2194,,74,22,,,,,,,
2195,,75,22,,,,,,,
2196,,95,22,,,,,,,
2197,,96,22,,,,,,,
2198,,97,22,,,,,,,
2199,,98,22,,,,,,,
2200,,99,22,,,,,,,
2201,,101,22,,,,,,,
2202,,102,22,,,,,,,
2203,,34,23,,,,,,,
2204,,35,23,,,,,,,
2205,,141,23,,,,,,,
2206,,64,23,,,,,,,
2207,,65,23,,,,,,,
2208,,135,23,,,,,,,
2209,,66,23,,,,,,,
2210,,67,23,,,,,,,
2211,,17,23,,,,,,,
2212,,18,23,,,,,,,
2213,,139,23,,,,,,,
2214,,68,23,,,,,,,
2215,,69,23,,,,,,,
2216,,76,23,,,,,,,
2217,,77,23,,,,,,,
2218,,78,23,,,,,,,
2219,,79,23,,,,,,,
2220,,80,23,,,,,,,
2221,,81,23,,,,,,,
2222,,82,23,,,,,,,
2223,,95,23,,,,,,,
2224,,96,23,,,,,,,
2225,,97,23,,,,,,,
2226,,98,23,,,,,,,
2227,,99,23,,,,,,,
2228,,100,23,,,,,,,
2229,,101,23,,,,,,,
2230,,102,23,,,,,,,
2231,,7,23,,,,,,,
2232,,8,23,,,,,,,
2233,,16,23,,,,,,,
2234,,137,23,,,,,,,
2235,,135,24,,,,,,,
2236,,1,24,,,,,,,
2237,,2,24,,,,,,,
2238,,3,24,,,,,,,
2239,,102,24,,,,,,,
2240,,68,82,,,,,,,
2241,,69,82,,,,,,,
2242,,70,82,,,,,,,
2243,,71,82,,,,,,,
2244,,72,82,,,,,,,
2245,,73,82,,,,,,,
2246,,74,82,,,,,,,
2247,,75,82,,,,,,,
2248,,95,82,,,,,,,
2249,,96,82,,,,,,,
2250,,97,82,,,,,,,
2251,,98,82,,,,,,,
2252,,99,82,,,,,,,
2253,,101,82,,,,,,,
2254,,68,84,,,,,,,
2255,,69,84,,,,,,,
2256,,76,84,,,,,,,
2257,,77,84,,,,,,,
2258,,78,84,,,,,,,
2259,,79,84,,,,,,,
2260,,80,84,,,,,,,
2261,,81,84,,,,,,,
2262,,82,84,,,,,,,
2263,,95,84,,,,,,,
2264,,96,84,,,,,,,
2265,,97,84,,,,,,,
2266,,98,84,,,,,,,
2267,,100,84,,,,,,,
2268,,101,84,,,,,,,
2269,,102,84,,,,,,,
2270,,83,97,,,,,,,
2271,,84,97,,,,,,,
2272,,34,97,,,,,,,
2273,,35,97,,,,,,,
2274,,64,97,,,,,,,
2275,,65,97,,,,,,,
2276,,135,97,,,,,,,
2277,,1,97,,,,,,,
2278,,2,97,,,,,,,
2279,,3,97,,,,,,,
2280,,66,97,,,,,,,
2281,,67,97,,,,,,,
2282,,17,97,,,,,,,
2283,,18,97,,,,,,,
2284,,68,97,,,,,,,
2285,,69,97,,,,,,,
2286,,95,97,,,,,,,
2287,,96,97,,,,,,,
2288,,97,97,,,,,,,
2289,,98,97,,,,,,,
2290,,101,97,,,,,,,
2291,,102,97,,,,,,,
2292,,7,97,,,,,,,
2293,,8,97,,,,,,,
2294,,51,97,,,,,,,
2295,,52,97,,,,,,,
2296,,26,84,,,,,,,
2297,,27,84,,,,,,,
2298,,34,98,,,,,,,
2299,,35,98,,,,,,,
2300,,64,98,,,,,,,
2301,,65,98,,,,,,,
2302,,135,98,,,,,,,
2303,,1,98,,,,,,,
2304,,2,98,,,,,,,
2305,,3,98,,,,,,,
2306,,66,98,,,,,,,
2307,,67,98,,,,,,,
2308,,17,98,,,,,,,
2309,,18,98,,,,,,,
2310,,68,98,,,,,,,
2311,,69,98,,,,,,,
2312,,95,98,,,,,,,
2313,,96,98,,,,,,,
2314,,97,98,,,,,,,
2315,,98,98,,,,,,,
2316,,102,98,,,,,,,
2317,,7,98,,,,,,,
2318,,8,98,,,,,,,
2319,,34,99,,,,,,,
2320,,35,99,,,,,,,
2321,,64,99,,,,,,,
2322,,65,99,,,,,,,
2323,,135,99,,,,,,,
2324,,1,99,,,,,,,
2325,,2,99,,,,,,,
2326,,3,99,,,,,,,
2327,,66,99,,,,,,,
2328,,67,99,,,,,,,
2329,,17,99,,,,,,,
2330,,18,99,,,,,,,
2331,,68,99,,,,,,,
2332,,69,99,,,,,,,
2333,,95,99,,,,,,,
2334,,96,99,,,,,,,
2335,,97,99,,,,,,,
2336,,98,99,,,,,,,
2337,,102,99,,,,,,,
2338,,7,99,,,,,,,
2339,,8,99,,,,,,,
2340,,34,100,,,,,,,
2341,,35,100,,,,,,,
2342,,36,100,,,,,,,
2343,,37,100,,,,,,,
2344,,38,100,,,,,,,
2345,,39,100,,,,,,,
2346,,40,100,,,,,,,
2347,,41,100,,,,,,,
2348,,42,100,,,,,,,
2349,,140,100,,,,,,,
2350,,64,100,,,,,,,
2351,,65,100,,,,,,,
2352,,135,100,,,,,,,
2353,,1,100,,,,,,,
2354,,2,100,,,,,,,
2355,,3,100,,,,,,,
2356,,4,100,,,,,,,
2357,,66,100,,,,,,,
2358,,67,100,,,,,,,
