id,audit_trail,cap_id,role_id,extra_info,created_at,created_by,modified_at,modified_by,deleted_at,deleted_by
297,,83,16,,,,,,,
298,,84,16,,,,,,,
299,,95,16,,,,,,,
300,,96,16,,,,,,,
301,,97,16,,,,,,,
302,,98,16,,,,,,,
303,,53,17,,,,,,,
304,,54,17,,,,,,,
305,,55,17,,,,,,,
306,,56,17,,,,,,,
307,,57,17,,,,,,,
308,,58,17,,,,,,,
309,,59,17,,,,,,,
310,,60,17,,,,,,,
311,,61,17,,,,,,,
312,,62,17,,,,,,,
313,,63,17,,,,,,,
314,,9,18,,,,,,,
315,,10,18,,,,,,,
316,,11,18,,,,,,,
317,,19,18,,,,,,,
318,,20,18,,,,,,,
319,,21,18,,,,,,,
320,,22,18,,,,,,,
321,,23,18,,,,,,,
322,,24,18,,,,,,,
323,,25,18,,,,,,,
324,,36,18,,,,,,,
325,,37,18,,,,,,,
326,,38,18,,,,,,,
327,,39,18,,,,,,,
328,,40,18,,,,,,,
329,,41,18,,,,,,,
330,,42,18,,,,,,,
331,,12,7,,,,,,,
332,,13,7,,,,,,,
333,,14,7,,,,,,,
334,,15,19,,,,,,,
335,,26,19,,,,,,,
336,,27,19,,,,,,,
337,,28,19,,,,,,,
338,,29,19,,,,,,,
339,,30,19,,,,,,,
340,,31,19,,,,,,,
341,,32,19,,,,,,,
342,,33,19,,,,,,,
343,,43,19,,,,,,,
344,,44,19,,,,,,,
345,,45,19,,,,,,,
346,,46,19,,,,,,,
347,,47,19,,,,,,,
348,,48,19,,,,,,,
349,,49,19,,,,,,,
350,,50,19,,,,,,,
351,,7,20,,,,,,,
352,,8,20,,,,,,,
353,,17,20,,,,,,,
354,,18,20,,,,,,,
355,,34,20,,,,,,,
356,,35,20,,,,,,,
357,,51,20,,,,,,,
358,,52,20,,,,,,,
359,,68,20,,,,,,,
360,,69,20,,,,,,,
361,,83,20,,,,,,,
362,,84,20,,,,,,,
363,,95,20,,,,,,,
364,,96,20,,,,,,,
365,,97,20,,,,,,,
366,,98,20,,,,,,,
367,,53,21,,,,,,,
368,,54,21,,,,,,,
369,,55,21,,,,,,,
370,,56,21,,,,,,,
371,,57,21,,,,,,,
372,,58,21,,,,,,,
373,,59,21,,,,,,,
374,,60,21,,,,,,,
375,,61,21,,,,,,,
376,,62,21,,,,,,,
377,,63,21,,,,,,,
395,,12,23,,,,,,,
396,,13,23,,,,,,,
397,,14,23,,,,,,,
398,,15,23,,,,,,,
399,,26,23,,,,,,,
400,,27,23,,,,,,,
401,,28,23,,,,,,,
402,,29,23,,,,,,,
403,,30,23,,,,,,,
404,,31,23,,,,,,,
405,,32,23,,,,,,,
406,,33,23,,,,,,,
407,,43,23,,,,,,,
408,,44,23,,,,,,,
409,,45,23,,,,,,,
410,,46,23,,,,,,,
411,,47,23,,,,,,,
412,,48,23,,,,,,,
413,,49,23,,,,,,,
414,,50,23,,,,,,,
415,,7,24,,,,,,,
416,,8,24,,,,,,,
417,,17,24,,,,,,,
418,,18,24,,,,,,,
419,,34,24,,,,,,,
420,,35,24,,,,,,,
421,,51,24,,,,,,,
422,,52,24,,,,,,,
423,,68,24,,,,,,,
424,,69,24,,,,,,,
425,,83,24,,,,,,,
426,,84,24,,,,,,,
427,,95,24,,,,,,,
428,,96,24,,,,,,,
429,,97,24,,,,,,,
430,,98,24,,,,,,,
431,,53,25,,,,,,,
432,,54,25,,,,,,,
433,,55,25,,,,,,,
434,,56,25,,,,,,,
435,,57,25,,,,,,,
436,,58,25,,,,,,,
437,,59,25,,,,,,,
438,,60,25,,,,,,,
439,,61,25,,,,,,,
440,,62,25,,,,,,,
441,,63,25,,,,,,,
442,,9,26,,,,,,,
443,,10,26,,,,,,,
444,,11,26,,,,,,,
445,,19,26,,,,,,,
446,,20,26,,,,,,,
447,,21,26,,,,,,,
448,,22,26,,,,,,,
449,,23,26,,,,,,,
450,,24,26,,,,,,,
451,,25,26,,,,,,,
452,,36,26,,,,,,,
453,,37,26,,,,,,,
454,,38,26,,,,,,,
455,,39,26,,,,,,,
456,,40,26,,,,,,,
457,,41,26,,,,,,,
458,,42,26,,,,,,,
459,,12,27,,,,,,,
460,,13,27,,,,,,,
461,,14,27,,,,,,,
462,,15,27,,,,,,,
463,,26,27,,,,,,,
464,,27,27,,,,,,,
465,,28,27,,,,,,,
466,,29,27,,,,,,,
467,,30,27,,,,,,,
468,,31,27,,,,,,,
469,,32,27,,,,,,,
470,,33,27,,,,,,,
471,,43,27,,,,,,,
472,,44,27,,,,,,,
473,,45,27,,,,,,,
474,,46,27,,,,,,,
475,,47,27,,,,,,,
476,,48,27,,,,,,,
477,,49,27,,,,,,,
478,,50,27,,,,,,,
479,,7,28,,,,,,,
480,,8,28,,,,,,,
481,,17,28,,,,,,,
482,,18,28,,,,,,,
483,,34,28,,,,,,,
484,,35,28,,,,,,,
487,,68,28,,,,,,,
488,,69,28,,,,,,,
491,,95,28,,,,,,,
492,,96,28,,,,,,,
493,,97,28,,,,,,,
494,,98,28,,,,,,,
495,,53,29,,,,,,,
496,,54,29,,,,,,,
497,,55,29,,,,,,,
498,,56,29,,,,,,,
499,,57,29,,,,,,,
500,,58,29,,,,,,,
501,,59,29,,,,,,,
502,,60,29,,,,,,,
503,,61,29,,,,,,,
504,,62,29,,,,,,,
505,,63,29,,,,,,,
506,,9,30,,,,,,,
507,,10,30,,,,,,,
508,,11,30,,,,,,,
509,,19,30,,,,,,,
510,,20,30,,,,,,,
511,,21,30,,,,,,,
512,,22,30,,,,,,,
513,,23,30,,,,,,,
514,,24,30,,,,,,,
515,,25,30,,,,,,,
516,,36,30,,,,,,,
517,,37,30,,,,,,,
518,,38,30,,,,,,,
519,,39,30,,,,,,,
520,,40,30,,,,,,,
521,,41,30,,,,,,,
522,,42,30,,,,,,,
523,,12,31,,,,,,,
524,,13,31,,,,,,,
525,,14,31,,,,,,,
526,,15,31,,,,,,,
527,,26,31,,,,,,,
528,,27,31,,,,,,,
529,,28,31,,,,,,,
530,,29,31,,,,,,,
531,,30,31,,,,,,,
532,,31,31,,,,,,,
533,,32,31,,,,,,,
534,,33,31,,,,,,,
535,,43,31,,,,,,,
536,,44,31,,,,,,,
537,,45,31,,,,,,,
538,,46,31,,,,,,,
539,,47,31,,,,,,,
540,,48,31,,,,,,,
541,,49,31,,,,,,,
542,,50,31,,,,,,,
543,,7,32,,,,,,,
544,,8,32,,,,,,,
545,,17,32,,,,,,,
546,,18,32,,,,,,,
547,,34,32,,,,,,,
548,,35,32,,,,,,,
549,,51,32,,,,,,,
550,,52,32,,,,,,,
551,,68,32,,,,,,,
552,,69,32,,,,,,,
553,,83,32,,,,,,,
554,,84,32,,,,,,,
555,,95,32,,,,,,,
556,,96,32,,,,,,,
557,,97,32,,,,,,,
558,,98,32,,,,,,,
559,,53,33,,,,,,,
560,,54,33,,,,,,,
561,,55,33,,,,,,,
562,,56,33,,,,,,,
563,,57,33,,,,,,,
564,,58,33,,,,,,,
565,,59,33,,,,,,,
566,,60,33,,,,,,,
567,,61,33,,,,,,,
568,,62,33,,,,,,,
569,,63,33,,,,,,,
607,,7,36,,,,,,,
608,,8,36,,,,,,,
609,,17,36,,,,,,,
610,,18,36,,,,,,,
611,,34,36,,,,,,,
612,,35,36,,,,,,,
615,,68,36,,,,,,,
616,,69,36,,,,,,,
617,,83,36,,,,,,,
618,,84,36,,,,,,,
619,,95,36,,,,,,,
620,,96,36,,,,,,,
621,,97,36,,,,,,,
622,,98,36,,,,,,,
623,,53,37,,,,,,,
624,,54,37,,,,,,,
625,,55,37,,,,,,,
626,,56,37,,,,,,,
627,,57,37,,,,,,,
628,,58,37,,,,,,,
629,,59,37,,,,,,,
630,,60,37,,,,,,,
631,,61,37,,,,,,,
632,,62,37,,,,,,,
633,,63,37,,,,,,,
634,,95,38,,,,,,,
635,,96,38,,,,,,,
636,,97,38,,,,,,,
637,,98,38,,,,,,,
638,,99,38,,,,,,,
639,,95,39,,,,,,,
640,,96,39,,,,,,,
641,,97,39,,,,,,,
642,,98,39,,,,,,,
643,,100,39,,,,,,,
644,,101,39,,,,,,,
645,,95,40,,,,,,,
646,,96,40,,,,,,,
647,,97,40,,,,,,,
648,,98,40,,,,,,,
649,,53,41,,,,,,,
650,,54,41,,,,,,,
651,,55,41,,,,,,,
652,,56,41,,,,,,,
653,,57,41,,,,,,,
654,,58,41,,,,,,,
655,,59,41,,,,,,,
656,,60,41,,,,,,,
657,,61,41,,,,,,,
658,,62,41,,,,,,,
659,,63,41,,,,,,,
660,,95,42,,,,,,,
661,,96,42,,,,,,,
662,,97,42,,,,,,,
663,,98,42,,,,,,,
664,,99,42,,,,,,,
665,,95,43,,,,,,,
666,,96,43,,,,,,,
667,,97,43,,,,,,,
668,,98,43,,,,,,,
669,,100,43,,,,,,,
670,,101,43,,,,,,,
671,,95,44,,,,,,,
672,,96,44,,,,,,,
673,,97,44,,,,,,,
674,,98,44,,,,,,,
675,,53,45,,,,,,,
676,,54,45,,,,,,,
677,,55,45,,,,,,,
678,,56,45,,,,,,,
679,,57,45,,,,,,,
680,,58,45,,,,,,,
681,,59,45,,,,,,,
682,,60,45,,,,,,,
683,,61,45,,,,,,,
684,,62,45,,,,,,,
685,,63,45,,,,,,,
686,,95,46,,,,,,,
687,,96,46,,,,,,,
688,,97,46,,,,,,,
689,,98,46,,,,,,,
690,,99,46,,,,,,,
691,,95,47,,,,,,,
692,,96,47,,,,,,,
693,,97,47,,,,,,,
694,,98,47,,,,,,,
695,,100,47,,,,,,,
696,,101,47,,,,,,,
697,,95,48,,,,,,,
698,,96,48,,,,,,,
699,,97,48,,,,,,,
700,,98,48,,,,,,,
701,,1,52,,,,,,,
702,,2,52,,,,,,,
703,,3,52,,,,,,,
704,,4,52,,,,,,,
705,,5,52,,,,,,,
706,,6,52,,,,,,,
707,,7,52,,,,,,,
708,,8,52,,,,,,,
709,,9,52,,,,,,,
710,,10,52,,,,,,,
711,,11,52,,,,,,,
712,,12,52,,,,,,,
713,,13,52,,,,,,,
714,,14,52,,,,,,,
715,,15,52,,,,,,,
716,,16,52,,,,,,,
717,,17,52,,,,,,,
718,,18,52,,,,,,,
719,,19,52,,,,,,,
720,,20,52,,,,,,,
721,,21,52,,,,,,,
722,,22,52,,,,,,,
723,,23,52,,,,,,,
724,,24,52,,,,,,,
725,,25,52,,,,,,,
726,,26,52,,,,,,,
727,,27,52,,,,,,,
728,,28,52,,,,,,,
729,,29,52,,,,,,,
730,,30,52,,,,,,,
731,,31,52,,,,,,,
732,,32,52,,,,,,,
733,,33,52,,,,,,,
734,,34,52,,,,,,,
735,,35,52,,,,,,,
736,,36,52,,,,,,,
737,,37,52,,,,,,,
738,,38,52,,,,,,,
739,,39,52,,,,,,,
740,,40,52,,,,,,,
741,,41,52,,,,,,,
742,,42,52,,,,,,,
743,,43,52,,,,,,,
744,,44,52,,,,,,,
745,,45,52,,,,,,,
746,,46,52,,,,,,,
747,,47,52,,,,,,,
748,,48,52,,,,,,,
749,,49,52,,,,,,,
750,,50,52,,,,,,,
751,,51,52,,,,,,,
752,,52,52,,,,,,,
753,,53,52,,,,,,,
754,,54,52,,,,,,,
755,,55,52,,,,,,,
756,,56,52,,,,,,,
757,,57,52,,,,,,,
758,,58,52,,,,,,,
759,,59,52,,,,,,,
760,,60,52,,,,,,,
761,,61,52,,,,,,,
762,,62,52,,,,,,,
763,,63,52,,,,,,,
764,,64,52,,,,,,,
765,,65,52,,,,,,,
766,,66,52,,,,,,,
767,,67,52,,,,,,,
768,,68,52,,,,,,,
769,,69,52,,,,,,,
770,,70,52,,,,,,,
771,,71,52,,,,,,,
772,,72,52,,,,,,,
773,,73,52,,,,,,,
774,,74,52,,,,,,,
775,,75,52,,,,,,,
776,,76,52,,,,,,,
777,,77,52,,,,,,,
778,,78,52,,,,,,,
779,,79,52,,,,,,,
780,,80,52,,,,,,,
781,,81,52,,,,,,,
782,,82,52,,,,,,,
783,,83,52,,,,,,,
784,,84,52,,,,,,,
785,,85,52,,,,,,,
786,,86,52,,,,,,,
787,,87,52,,,,,,,
788,,88,52,,,,,,,
789,,89,52,,,,,,,
790,,90,52,,,,,,,
791,,91,52,,,,,,,
792,,92,52,,,,,,,
793,,93,52,,,,,,,
794,,94,52,,,,,,,
795,,95,52,,,,,,,
796,,96,52,,,,,,,
797,,97,52,,,,,,,
798,,98,52,,,,,,,
799,,99,52,,,,,,,
800,,100,52,,,,,,,
801,,101,52,,,,,,,
802,,102,52,,,,,,,
803,,103,52,,,,,,,
804,,104,52,,,,,,,
805,,105,52,,,,,,,
806,,106,52,,,,,,,
807,,107,52,,,,,,,
808,,108,52,,,,,,,
809,,53,51,,,,,,,
810,,54,51,,,,,,,
811,,55,51,,,,,,,
812,,56,51,,,,,,,
813,,57,51,,,,,,,
814,,58,51,,,,,,,
815,,59,51,,,,,,,
816,,60,51,,,,,,,
817,,61,51,,,,,,,
818,,62,51,,,,,,,
819,,63,51,,,,,,,
820,,83,51,,,,,,,
821,,84,51,,,,,,,
822,,85,51,,,,,,,
823,,86,51,,,,,,,
824,,87,51,,,,,,,
825,,88,51,,,,,,,
826,,89,51,,,,,,,
827,,90,51,,,,,,,
828,,91,51,,,,,,,
829,,92,51,,,,,,,
830,,93,51,,,,,,,
831,,94,51,,,,,,,
832,,107,51,,,,,,,
833,,108,51,,,,,,,
834,,103,49,,,,,,,
835,,104,49,,,,,,,
836,,105,49,,,,,,,
837,,106,49,,,,,,,
838,,107,49,,,,,,,
839,,108,49,,,,,,,
840,,1,49,,,,,,,
841,,2,49,,,,,,,
842,,3,49,,,,,,,
843,,4,49,,,,,,,
844,,5,49,,,,,,,
845,,6,49,,,,,,,
846,,103,49,,,,,,,
847,,104,49,,,,,,,
848,,105,49,,,,,,,
849,,106,49,,,,,,,
850,,107,49,,,,,,,
851,,108,49,,,,,,,
852,,1,49,,,,,,,
853,,2,49,,,,,,,
854,,3,49,,,,,,,
855,,4,49,,,,,,,
856,,5,49,,,,,,,
857,,6,49,,,,,,,
949,,66,53,,,,,,,
950,,67,53,,,,,,,
966,,83,53,,,,,,,
967,,84,53,,,,,,,
968,,85,53,,,,,,,
969,,86,53,,,,,,,
970,,87,53,,,,,,,
971,,88,53,,,,,,,
972,,89,53,,,,,,,
973,,90,53,,,,,,,
974,,91,53,,,,,,,
975,,92,53,,,,,,,
976,,93,53,,,,,,,
977,,94,53,,,,,,,
978,,34,53,,,,,,,
979,,35,53,,,,,,,
980,,36,53,,,,,,,
981,,37,53,,,,,,,
982,,38,53,,,,,,,
983,,39,53,,,,,,,
984,,40,53,,,,,,,
985,,41,53,,,,,,,
986,,42,53,,,,,,,
987,,43,53,,,,,,,
988,,44,53,,,,,,,
989,,45,53,,,,,,,
990,,46,53,,,,,,,
991,,47,53,,,,,,,
992,,48,53,,,,,,,
993,,49,53,,,,,,,
994,,50,53,,,,,,,
995,,64,53,,,,,,,
996,,65,53,,,,,,,
997,,17,53,,,,,,,
998,,18,53,,,,,,,
999,,19,53,,,,,,,
1000,,20,53,,,,,,,
1001,,21,53,,,,,,,
1002,,22,53,,,,,,,
1003,,23,53,,,,,,,
1004,,24,53,,,,,,,
1005,,25,53,,,,,,,
1006,,26,53,,,,,,,
1007,,27,53,,,,,,,
1008,,28,53,,,,,,,
1009,,29,53,,,,,,,
1010,,30,53,,,,,,,
1011,,31,53,,,,,,,
1012,,32,53,,,,,,,
1013,,33,53,,,,,,,
1014,,68,53,,,,,,,
1015,,69,53,,,,,,,
1016,,70,53,,,,,,,
1017,,71,53,,,,,,,
1018,,72,53,,,,,,,
1019,,73,53,,,,,,,
1020,,74,53,,,,,,,
1021,,75,53,,,,,,,
1022,,76,53,,,,,,,
1023,,77,53,,,,,,,
1024,,78,53,,,,,,,
1025,,79,53,,,,,,,
1026,,80,53,,,,,,,
1027,,81,53,,,,,,,
1028,,82,53,,,,,,,
1029,,103,53,,,,,,,
1030,,104,53,,,,,,,
1031,,105,53,,,,,,,
1032,,106,53,,,,,,,
1033,,95,53,,,,,,,
1034,,96,53,,,,,,,
1035,,97,53,,,,,,,
1036,,98,53,,,,,,,
1037,,99,53,,,,,,,
1038,,100,53,,,,,,,
1039,,101,53,,,,,,,
1040,,102,53,,,,,,,
1041,,1,53,,,,,,,
1042,,2,53,,,,,,,
1043,,3,53,,,,,,,
1044,,4,53,,,,,,,
1045,,5,53,,,,,,,
1046,,6,53,,,,,,,
1047,,7,53,,,,,,,
1048,,8,53,,,,,,,
1049,,9,53,,,,,,,
1050,,10,53,,,,,,,
1051,,11,53,,,,,,,
1052,,12,53,,,,,,,
1053,,13,53,,,,,,,
1054,,14,53,,,,,,,
1055,,15,53,,,,,,,
1056,,16,53,,,,,,,
1057,,51,53,,,,,,,
1058,,52,53,,,,,,,
1059,,53,53,,,,,,,
1060,,54,53,,,,,,,
1061,,55,53,,,,,,,
1062,,56,53,,,,,,,
1063,,57,53,,,,,,,
1064,,58,53,,,,,,,
1065,,59,53,,,,,,,
1066,,60,53,,,,,,,
1067,,61,53,,,,,,,
1068,,62,53,,,,,,,
1069,,63,53,,,,,,,
1070,,107,53,,,,,,,
1071,,108,53,,,,,,,
1072,,68,54,,,,,,,
1073,,69,54,,,,,,,
1074,,70,54,,,,,,,
1075,,71,54,,,,,,,
1076,,72,54,,,,,,,
1077,,73,54,,,,,,,
1078,,74,54,,,,,,,
1079,,75,54,,,,,,,
1080,,76,54,,,,,,,
1081,,77,54,,,,,,,
1082,,78,54,,,,,,,
1083,,79,54,,,,,,,
1084,,80,54,,,,,,,
1085,,81,54,,,,,,,
1086,,82,54,,,,,,,
1087,,83,55,,,,,,,
1088,,84,55,,,,,,,
1089,,85,55,,,,,,,
1090,,86,55,,,,,,,
1091,,87,55,,,,,,,
1092,,88,55,,,,,,,
1093,,89,55,,,,,,,
1094,,90,55,,,,,,,
1095,,91,55,,,,,,,
1096,,92,55,,,,,,,
1097,,93,55,,,,,,,
1098,,94,55,,,,,,,
1099,,34,55,,,,,,,
1100,,35,55,,,,,,,
1101,,36,55,,,,,,,
1102,,37,55,,,,,,,
1103,,38,55,,,,,,,
1104,,39,55,,,,,,,
1105,,40,55,,,,,,,
1106,,41,55,,,,,,,
1107,,42,55,,,,,,,
1108,,43,55,,,,,,,
1109,,44,55,,,,,,,
1110,,45,55,,,,,,,
1111,,46,55,,,,,,,
1112,,47,55,,,,,,,
1113,,48,55,,,,,,,
1114,,49,55,,,,,,,
1115,,50,55,,,,,,,
1116,,64,55,,,,,,,
1117,,65,55,,,,,,,
1118,,17,55,,,,,,,
1119,,18,55,,,,,,,
1120,,19,55,,,,,,,
1121,,20,55,,,,,,,
1122,,21,55,,,,,,,
1123,,22,55,,,,,,,
1124,,23,55,,,,,,,
1125,,24,55,,,,,,,
1126,,25,55,,,,,,,
1127,,26,55,,,,,,,
1128,,27,55,,,,,,,
1129,,28,55,,,,,,,
1130,,29,55,,,,,,,
1131,,30,55,,,,,,,
1132,,31,55,,,,,,,
1133,,32,55,,,,,,,
1134,,33,55,,,,,,,
1135,,68,55,,,,,,,
1136,,69,55,,,,,,,
1137,,70,55,,,,,,,
1138,,71,55,,,,,,,
1139,,72,55,,,,,,,
1140,,73,55,,,,,,,
1141,,74,55,,,,,,,
1142,,75,55,,,,,,,
1143,,76,55,,,,,,,
1144,,77,55,,,,,,,
1145,,78,55,,,,,,,
